ResponseId,,Q4_0_35_RANK,Q4_0_36_RANK,Q4_0_37_RANK,Q4_0_38_RANK,Q4_0_39_RANK,Q4_0_40_RANK,Q4_0_41_RANK,Q4_0_51_RANK,Q4_0_50_RANK,Q4_0_44_RANK,Q4_0_52_RANK,Q4_0_46_RANK,Q4_0_47_RANK,Q4_0_48_RANK,Q4_0_49_RANK,Q4_1_35_RANK,Q4_1_36_RANK,Q4_1_37_RANK,Q4_1_38_RANK,Q4_1_39_RANK,Q4_1_40_RANK,Q4_1_41_RANK,Q4_1_51_RANK,Q4_1_50_RANK,Q4_1_44_RANK,Q4_1_52_RANK,Q4_1_46_RANK,Q4_1_47_RANK,Q4_1_48_RANK,Q4_1_49_RANK,Q4_2_35_RANK,Q4_2_36_RANK,Q4_2_37_RANK,Q4_2_38_RANK,Q4_2_39_RANK,Q4_2_40_RANK,Q4_2_41_RANK,Q4_2_51_RANK,Q4_2_50_RANK,Q4_2_44_RANK,Q4_2_52_RANK,Q4_2_46_RANK,Q4_2_47_RANK,Q4_2_48_RANK,Q4_2_49_RANK,Q5_0_47_RANK,Q5_0_48_RANK,Q5_0_49_RANK,Q5_0_50_RANK,Q5_0_51_RANK,Q5_0_73_RANK,Q5_0_52_RANK,Q5_0_53_RANK,Q5_0_54_RANK,Q5_0_74_RANK,Q5_0_56_RANK,Q5_0_57_RANK,Q5_0_59_RANK,Q5_0_71_RANK,Q5_0_61_RANK,Q5_0_62_RANK,Q5_0_63_RANK,Q5_0_64_RANK,Q5_0_65_RANK,Q5_0_66_RANK,Q5_0_67_RANK,Q5_0_68_RANK,Q5_0_69_RANK,Q5_0_70_RANK,Q5_1_47_RANK,Q5_1_48_RANK,Q5_1_49_RANK,Q5_1_50_RANK,Q5_1_51_RANK,Q5_1_73_RANK,Q5_1_52_RANK,Q5_1_53_RANK,Q5_1_54_RANK,Q5_1_74_RANK,Q5_1_56_RANK,Q5_1_57_RANK,Q5_1_59_RANK,Q5_1_71_RANK,Q5_1_61_RANK,Q5_1_62_RANK,Q5_1_63_RANK,Q5_1_64_RANK,Q5_1_65_RANK,Q5_1_66_RANK,Q5_1_67_RANK,Q5_1_68_RANK,Q5_1_69_RANK,Q5_1_70_RANK,Q5_2_47_RANK,Q5_2_48_RANK,Q5_2_49_RANK,Q5_2_50_RANK,Q5_2_51_RANK,Q5_2_73_RANK,Q5_2_52_RANK,Q5_2_53_RANK,Q5_2_54_RANK,Q5_2_74_RANK,Q5_2_56_RANK,Q5_2_57_RANK,Q5_2_59_RANK,Q5_2_71_RANK,Q5_2_61_RANK,Q5_2_62_RANK,Q5_2_63_RANK,Q5_2_64_RANK,Q5_2_65_RANK,Q5_2_66_RANK,Q5_2_67_RANK,Q5_2_68_RANK,Q5_2_69_RANK,Q5_2_70_RANK,Q6_0_108_RANK,Q6_0_105_RANK,Q6_0_110_RANK,Q6_0_102_RANK,Q6_0_100_RANK,Q6_0_107_RANK,Q6_0_101_RANK,Q6_0_106_RANK,Q6_0_99_RANK,Q6_0_103_RANK,Q6_0_98_RANK,Q6_0_96_RANK,Q6_0_104_RANK,Q6_0_97_RANK,Q6_1_108_RANK,Q6_1_105_RANK,Q6_1_110_RANK,Q6_1_102_RANK,Q6_1_100_RANK,Q6_1_107_RANK,Q6_1_101_RANK,Q6_1_106_RANK,Q6_1_99_RANK,Q6_1_103_RANK,Q6_1_98_RANK,Q6_1_96_RANK,Q6_1_104_RANK,Q6_1_97_RANK,Q6_2_108_RANK,Q6_2_105_RANK,Q6_2_110_RANK,Q6_2_102_RANK,Q6_2_100_RANK,Q6_2_107_RANK,Q6_2_101_RANK,Q6_2_106_RANK,Q6_2_99_RANK,Q6_2_103_RANK,Q6_2_98_RANK,Q6_2_96_RANK,Q6_2_104_RANK,Q6_2_97_RANK
R_5htCw4vbAdoxRPR,,,2,1,4,,3,,,,,,,,,,2,,,,,,,,1,3,,,,,,,,,,2,,,,,,,,,,1,14,,,,,,11,9,10,,4,6,1,,3,2,5,8,13,7,12,,15,,,,3,1,,,,,,,,,,,,,,,,,,2,,,,2,,,5,6,,,,3,,,,1,,,,,,,,,,4,,,2,,,3,,,,1,,,,,2,,,,,,,,,,,,1,,,6,,2,7,,8,9,5,,3,1,,4
R_1905ejiE2f8ynTL,,,,3,6,2,,1,,,,,,,5,4,4,,,,,2,,3,,1,5,,,,,,1,,,,,,,2,,,3,4,,,4,,1,10,,,,8,,,,7,6,,,,9,,2,,3,,5,,,,,,,,5,,,1,4,,,,2,3,,6,,,,,,,,8,,,3,1,,,7,,,,,2,,,,,,6,,4,,5,3,2,4,,,1,,,,,5,,,,,,,5,2,,,,3,1,,4,,,,,,,,,3,4,,,,,2,1
R_63RKsJeVgKsbHvH,,,2,,,,1,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,1,,,,2,,2,,,,,,,,,,,,1,,,,,,,,4,,3,,,,,,,,3,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,3,,,,,2,,,1,,,,,,,,1,,,,,2,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,,,,,1
R_3wgYp1ZGueEcHPf,,,,3,2,,1,,,,,,,,,,3,,,,1,,,2,,,,,,,,,2,,,,,,,,,,,1,,3,,,2,,,3,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,3,,,,,,,,,,3,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,2,,,,3,,,,,,,,,,,,3,,,,,2,1,,,,1,,,2,,3,,,,,,,
R_5H7xW1BEkqumDVU,,,,,1,2,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,1,,,,1,,,,,2,,,,,,,,
R_53yhnGgvVGhFIg4,,1,,,,,,,,,,2,,3,5,4,,,2,5,4,,,1,3,,,,,,,,5,,,,1,2,,,4,,3,,,,2,,,,,,,,3,,,,1,,,,,,4,,,,,,,,1,,,6,,,,,,2,,3,,,5,4,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,
R_56iewKx0E6264Cd,,,,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,3,2,1,3,,1,,,,,,,,,,,,,,,,2,,,,,,,3,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,2,,2,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,2,1,,,,,,,,
R_3r1hWTrHfC3SI97,,3,,2,1,4,,,,,,,,,,,,1,,,,3,,,,4,,2,,,,,,,,,,1,,,,,,3,2,4,2,,,,,,4,,,,,1,8,,,6,7,,,,3,,5,,,,8,,,,,6,5,,7,,,,4,,,,2,3,,,,1,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,1,3,,,,,,,,,,,,2,,,,,,,3,4,1,,2,,,
R_6sTKHCUR7AF1XfM,,,,,,,1,,,,2,,,,,,,2,,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,,,,,2
R_512gyZGfWaLwElr,,,2,,,,4,,,,1,,3,,,,1,,,,,,,3,,,2,,,,,,,2,3,,,,,,,,,,,1,3,,4,,,,,,2,,,,1,,,,,,,,,,,,,,,,,2,,,,3,,,,1,,,,,,,,4,,,,,,,,,,,,,,2,,,,4,3,,,,,,1,5,,,,1,,,,,,,3,2,,,1,,,,,,,,,2,,,,,,,,,2,,,1,,,,,,
R_3DP0pCO7h0nl33H,,1,,,,,,,,,,2,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,9,7,,,,4,1,5,2,,,,8,3,,6,,,,,,,4,,,,,,,,,,,2,1,,,,3,,7,,5,,6,,,,3,,,2,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,
R_3QPF9wNxa0ZCoVU,,,,1,2,3,,,5,,,,,,4,,1,,,,,,,,,2,5,,3,,4,,1,,,,2,3,,5,,,4,,,,1,,6,,,,,,9,,,3,2,,,,4,5,8,,,,7,,,4,,3,1,6,,,,2,,,,7,5,,,,,,,,,8,,,,,,,3,1,,,4,,,,,6,,,,7,5,2,,,1,,4,,,2,,,,,3,,,,,5,,2,,,,,4,,,3,1,,,,,,2,,3,1,,5,,,,4
R_6Y3sFARWKvo1VDj,,,,,,1,,,,,,,2,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,,2,,,,,,2,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2,,,,,,,,,,,1,,,2,,,,,,,,3,,,,,,,2,,,,,1,1,,,,,2,,,,,,,,
R_7s6bJ7TZUxB0frR,,6,,8,1,2,,,,3,,,7,,5,4,,5,,,,2,1,,,3,4,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,2,,,,3,,,,,,4,,,,,,4,,,1,,,2,5,,,,,,,,,,,,,3,,,15,,12,14,,,13,,,,11,10,1,,2,3,4,9,8,,5,,7,6,1,3,,2,,,,,,,,,,,,,1,,,,,,,2,,,3,,,,,,1,3,4,5,7,,8,2,,6
R_77qbNvWHbcQxEZr,,,,1,4,2,,,,,3,,,,,,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,2,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,1,3,,,,,,,,,,,,,,3,,,2,,,,,,,,,,1,,,,1,2,,3,,,,,,,4,,,,,,,,,2,1,,3,4,,,,,,,,,,,,4,,,,3,1,2
R_1OAdYLS2so5jJp7,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,,,,2,,,,,,,,,,,,,2,,,1,,,,,,2,1,,,,,,,
R_5psJQvRutKQpFZv,,1,,,,,,,,,,3,,,,2,,,1,3,2,,,,,,,,,,,,1,,,,2,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,1,3,,,,,,,,,,,,2,,,,,1,,,,1,,2,,,,,,,,,,,,,1,,,,,,,3,,,,,2
R_3LoFjGdXiXZGQvN,,,,1,6,2,,4,5,3,,,,,,,,,,,,,,,,,3,4,1,2,5,3,2,,,,4,,,,1,,,,,,3,,,4,,,5,,,,,,8,,,,,,2,7,1,,6,,,,1,,,,,2,,,5,4,,,,7,3,6,,,,,,,,3,,,2,7,,,6,5,,,,9,8,,,,,,,1,,4,,,,2,,,,,,,,1,,,,,,,1,,,2,,,3,,,,,,,,,,,,2,,,,,1
R_7pKyMoKQwJRDZVm,,4,,5,7,8,,,1,6,3,2,,,,,,2,,,,4,3,,,,,1,,,,,,,,,,,,,,,,2,1,3,,4,6,5,,,,,7,,,1,,2,,,,,,,,,3,,9,,,,,,5,8,,4,6,,1,,,7,2,,,,10,3,,,,,,,5,6,,,,,,,,,4,,,1,3,2,,,,7,4,,3,,,2,,,1,,,,,,,5,,,6,,,3,,2,7,1,,4,,,,2,,,1,,,,,,3,
R_6BWwetIeePQNJ0e,,3,,,,,,,,,,5,,2,4,1,,8,,,3,1,6,7,5,4,,2,,,,,,1,2,,,,,,,,,,,,1,,4,2,,,6,,9,,,5,7,,,8,10,,,,,,3,,,3,,,5,1,,,,4,,,,2,,,,7,,,,6,,,,,,,,,,1,,,3,,,,6,,,,5,7,4,,,2,1,5,3,,,4,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,4,,1,5,3,2,,,6,7
R_12GDAfPRtwpU7Dp,,,,2,,,,,1,,,,,,,,,2,,,,1,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,2,1
R_72i13dMbps6CoJu,,,2,4,,,5,,,,,,3,1,,,4,,,,2,,1,,3,,,,,,,,,,2,,,,1,,6,5,,,4,3,1,4,2,,,,,,,,3,,5,7,,,,,,,8,,6,,,,,4,8,1,5,,,,,,,,,,,2,6,7,,,,3,,,,,,,,7,8,2,,5,,,6,4,1,,,,,3,,,,3,,4,1,2,,,,,,,,,,,4,,,,5,3,1,,2,,,,4,,,,,,,,,3,,5,2,1
R_1QhboPENWr9P1yt,,,,,4,5,2,,,,3,,,,,1,,,,,,,,,4,,,1,3,2,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,3,,,,,2,,,,1,,,,,,,,2,,,,,
R_3syNYt0ZGxoYIkD,,,,1,,2,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,1,,,,,,,,2,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,2,,,1,,,,,,
R_35vhPCscxIbw9X7,,,1,2,3,5,,,,,,,,,,4,3,,,,,,,,,2,5,1,,4,,,,,,,3,5,1,2,,,,4,,,8,,1,,2,,,,6,,,3,4,5,,,,7,,,,,,,,,,2,,,,6,,,,,,,1,3,,,,,4,,5,,,8,,,,5,1,,,9,7,,,,,,4,,2,6,,3,,10,,3,,1,,,,,,,,2,,,1,,,,6,,2,5,4,,,,,3,,,2,,,3,,,,5,4,,1,
R_1sB7Cb5RNaIIh7f,,,,,,,,,,,,,,1,2,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,1,,,2,,,,,,
R_7nirk3wIK0Wsn2v,,3,2,1,4,5,,,,,,,,,,,,,,,,4,,5,2,1,,3,,,,,,,,,,1,,,,4,,5,2,3,1,2,5,13,8,10,7,11,9,14,12,3,,6,,,4,,,,,,,,,,,,,,,,,,,,2,,6,7,,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,1,2,4,,,,3,,,,,,,3,,,,,2,1,,4,5,,,,,,,,,1,,,,,,3,4,5,2
R_5mC3hiBK7MIQptT,,,1,,,,2,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,1,,,3,,,,,2,,,
R_5h3LB3DVoK0z8jv,,,1,,,3,2,,4,,,,,,,,,,1,2,,,3,,,,,4,,,,6,,,,,,,,,1,5,,3,4,2,1,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,3,2,,,,,,,,,,,,,,3,,,1,,,,,,,,,,2,,,,,,3,,,1,,,,,2,,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,,2,,
R_317IMZPI4UBgBAQ,,,,1,5,3,,4,2,,,,,,,,5,,,,,,,,,,1,,2,3,4,,2,,,,1,,,,3,,4,,,,2,,7,,,,8,,,,,3,5,,,,1,,6,,,,4,,,,,1,,,,4,8,,,,,,2,,,3,,5,,6,,7,,,,,,,,,,,2,,,,,3,,,,,1,,,,,,,1,,,4,,,,,3,2,,,1,,,3,,,4,5,,,,,2,4,,1,,,3,,,,,2,,,
R_5VyciyYGmPhjMBQ,,,,1,2,3,,,,,,,,,,,,,,,,,,,,1,,,3,,2,,3,,,,1,2,,,,,,,,,2,,5,,,,,,,,,,3,,,,,,4,,,,1,,,,,,,,,,,,,3,,,,,1,2,,,,,,,,,,,,,,3,,,2,,,,1,,,,,,4,,,,,,,4,2,,,5,1,,,3,,,1,,2,,,4,,,,,3,,,,,2,,,,,3,,,,,,,1
R_6CZQjuCTMsdCIOl,,5,,1,3,2,,,4,,,6,,,,,,6,,,,2,5,,3,,,1,,4,,,,,,,,,,,1,,,2,,3,1,,2,,,,,,,,3,8,9,,,,6,,7,,4,,5,,,2,,5,,,1,9,10,,,,,6,,4,,,,7,,3,,8,,,,,3,1,,,,2,,,,,4,,,5,,,,,,,4,,3,,,,1,,,,,,,2,,1,,4,2,3,,7,8,,5,6,,,,,,,,,,,,1,,,2,
R_3zbQKFA1Q0Li981,,,2,,,,,,,,3,,1,,,,1,,,,,,,,,,2,,,,,,,1,2,3,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,2,,,,,,4,,,,,,,,,1,,3,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,3,,,1,,,,,2,,,
R_5jrWZq7oeze4HLE,,,,1,2,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,
R_5f3VTkAEZm9GGpk,,,,1,2,3,,,,,,,,,,,,,,,,,,,,1,,,3,,2,,2,,,,1,,,,,,,,,,1,,2,5,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,,2,,
R_1Qo0F7jjGI3Sxvg,,1,,7,6,5,,,2,,3,,,,,4,,2,,,,4,5,,,,6,1,,3,,,,,,,,,,1,,,,2,,,1,,15,,,,14,13,2,,11,12,4,,10,9,5,,8,6,3,,7,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,,,,,,,,,,,2,,,,,,,1,2,,3,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,1,,,,,2,
R_5wMn5LAnDRgLmlK,,,,1,2,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,2
R_3abqfvKgxWfDJMQ,,,,1,,,2,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,2,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,1,2
R_3CJBtfxAgWLUcaU,,,3,,,,1,,,,2,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,,,,,,,3,,,,1,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,,,,2,,
R_1w024sNddmWREcP,,2,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,2,,,,,,,,,1,,,,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,3,,1,,,,,,,,,,,2,,,,,,,3,,,,,,,,,1,4,,,,2,,,3,,,3,1,,,,4,,,,,,,,2,,,,,,,,1,,,3,,2,
R_1EhL8lNH0zJV4mv,,,,,,,,1,,,,,,2,4,3,2,,,,,,,,,,1,,,,,,,2,,1,,,3,,,,,,,,,,,,,,,,,,,1,,,,,3,2,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,3,,,,,,,,,,2,,,,,,,,2,,,1,,,,,,,,1,,,,,,,2,,,,,,3,,1,,,,,,,,2,,,
R_62bUUA2ORHKv9OD,,3,,,,,,,,,,2,,1,,,,,3,6,4,2,,,5,1,,,,,,,2,,,,,1,3,,,,5,,4,6,3,,9,,,,2,1,4,,12,6,5,,10,7,8,,,,,,11,,,2,,7,6,4,,,,,,,,3,,,,5,,,,1,,,,,,,,,,,,1,,,,,,,,,3,4,2,,,5,,,1,2,,,,,,,,3,,,3,1,,,6,5,,7,4,,2,,,,,,,,,,3,,,2,,,1,4
R_16FukoAz6yuDx2p,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,1,,2,,,,,,1,,,,2,,,,,,2,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,2,,,1,,,,,3,,,
R_3QDDDsAzwHD4Kli,,,,1,2,3,,,,,,,,,,,,1,,,,,,,,2,,3,,,,1,,,,,,,,,,,,2,,3,2,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,3,,,,,,,,1,,2,,,3,,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,
R_3W0S8UTseceFvqx,,1,,,,,,4,,,3,2,,5,,,,2,,,,5,,,,,,4,,3,1,,,1,2,5,,,4,3,,,,,,,1,,3,13,,,5,12,,,11,6,4,,,8,9,,2,,10,,7,,,,,,,8,,,5,4,,,,7,2,,,6,,1,,,,3,,2,,,1,,,,,,,,,,,,,,,,,3,,,1,,3,,,,2,,,,,,,,,4,,,1,6,,2,3,,7,,,5,,,,1,,,,,,2,,3,4,
R_7AHEyt9JA4uaPks,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,,,1,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,2,,,1,,,,,,,,,,,,,,,,2,,,1,,,
R_6ssQaKWmXUhOYGl,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,1,3,2,3,,1,4,2,,,,,,,,,,,,,1,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,3,,2,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,
R_6Eytjlsd9Fg8qhM,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,1,,,,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,2,,,,1,2,,,,,,,,,,,,,,,2,,1,,,,,,
R_3fSIX1NLKi4T8js,,,3,,,,2,,,,1,,,,,,,,2,1,,,,,,,,4,,3,,,,,,,,,,,,,,2,,1,,,1,,,,,,,,,,,,,,2,,,3,,,,,6,,,,,,2,,,,1,,4,7,,,,,3,,5,,,,,,,1,,,,,2,,,5,,,,,,4,,,,,6,3,1,,,,,,,3,2,,4,,,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,2
R_1Ny0kdrk27VGova,,4,1,,,,3,,,,2,5,,,,,,,4,1,5,,,3,2,,,,,,,,,,,,,4,,,,,3,1,2,5,2,,,,,,,,1,4,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,4,3,,,,,2,,,,,,,,,4,,,1,,,,3,,,,,,2,,,,2,,3,,,4,,,,1,,,,,,,,2,,,,,,,,1,,,,1,,,2,,,,,,3,,,
R_1Qs8yAGtTLIIB70,,2,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,2,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,2,1,,
R_1X4lu99zFzV9QmF,,,,,,,,,,,1,,2,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,2,,,1,,,,,,,,,,3,,,,,,4,,,,,,,,,,,2,,,3,1,,,,,,,2,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,1,,,2,,,,,,,,,1,,,3,,,,,2,,,,,,,2,,,,,,,,1,,
R_6symHQtlWyMCqTL,,,,,,,1,,,,2,,,,,,,,1,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,,,,2,,,,,1,,,
R_3h0VY6j6n96gAPn,,,,,1,,2,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,2,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,1,,,2,,,,,,,,,,,,1,,,2,,,,3,,,,,,,,,,,,,,,,,,2,1
R_3SibcBeeYPr1Cq3,,,,6,2,4,,5,1,3,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,3,2,2,,,,,,,,,,,,1,,,,,,3,,,,,,,,3,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,3,,,,,,,2,,,,,,,,1,,,3,,2,,,1,,,,,,,,
R_1pU0avMq0f37Wal,,1,,,,,,,,,3,5,,6,4,2,,3,,,,2,,,,,,1,,,,,,6,4,5,,2,3,1,,,,,,,4,,10,,,,7,,,,,9,8,,,6,11,2,3,1,,,5,,,,,4,,,,3,7,6,2,,,,5,,,,,,1,,,,,4,,,6,5,,,,,,,,2,,,,,,,,3,,1,1,,3,,,2,,,,4,5,,,,,1,,4,5,,,3,,,,2,,,,,,,,,2,,1,,,,3,4
R_3jlMr6Mxi5MwBzj,,5,,,,,,4,,,,3,,2,1,6,,4,,,,1,,,,2,,3,,,,,,3,1,5,,,4,2,,,,,,,3,,9,,,,,,7,,,8,4,6,,,1,2,5,,,,,,,,,,3,6,,,,4,,,,,2,,,,,,,1,,5,,2,,8,,,1,6,,,7,,,,,9,,,,5,4,,3,,,,,,2,,,1,,,,,,,3,2,,,,,1,,,,,,4,5,,,1,6,,3,,,2,4,7,5,,
