duration,responseId,Q4_0_GROUP,Q4_1_GROUP,Q4_2_GROUP,Q5_0_GROUP,Q5_1_GROUP,Q5_2_GROUP,Q6_0_GROUP,Q6_1_GROUP,Q6_2_GROUP,angryorchard,bacardi,budweiser,coors,corona,crownroyal,highnoon,newbelgium,odells,smirnoff,scrumpys,titos,topochico,truly,whiteclaw,benjerry,coke,campbell,chocolove,generalmills,hershey,impossible,kellogg,kraft,larabar,nestle,pepsico,pueblochiles,tyson,burgerking,chickfila,chipotle,crackerbarrel,denverbiscuit,dominos,firehouse,fiveguys,illegalpete,jimmyjohns,kfc,mcdonalds,musiccity,panera,papajohns,popeyes,raisingcanes,sonic,starbucks,subway,sweetgreen,tacobell,wafflehouse,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q17_4_TEXT,Q18,Q18_4_TEXT,Q19_1,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q_TotalDuration,Race
417,R_12yrloQqlL2YB5n,"Coors Light,Budweiser,Corona,Bacardi,Odells,New Belgium,Crown Royal,Angry Orchard","Truly,Titos,High Noon","White Claw,Scrumpys Cider,Smirnoff,Topo Chico Seltzer","Chipotle,CAVA,Cracker Barrel,Burger King,Jimmy John's,Panera Bread,Firehouse Subs,Mcdonald's,Domino's,Chick-fil-A,Illegal Pete's","Popeyes,Subway,Denver Biscuit Co,Papa John's,Five Guys Burgers and Fries,Music City Hot Chicken,Raising Cane's Chicken Fingers,KFC","Sonic Drive-In,Waffle House,Starbucks,Taco Bell,Sweetgreen","Chocolove,Ben & Jerry's,General Mills,Campbell,Hershey,Coca-Cola,Larabar,Kellogg,Tyson","Kraft,Nestle","Pepsico,Impossible Burger,Pueblo Chiles",4,4,4,4,2,2,5,4,4,2,2,4,5,4,5,5,5,4,4,4,2,2,2,2,2,2,2,2,3,5,5,5,4,4,4,4,2,1,2,2,2,5,4,4,5,5,5,5,2,3,4,3,7,7,6,6,6,Yes,White or Caucasian,"Some college, but no degree","$50,000-$74,999",80214,35-44 years old,Female,,Democrat,,5,3,4,5,5,3,4,4,5,417,H
1187,R_5MSrtnddPWAkLsj,"Smirnoff,Bacardi","Coors Light,Budweiser,Truly,Corona,White Claw,Crown Royal,High Noon","Titos,New Belgium,Odells,Angry Orchard,Topo Chico Seltzer,Scrumpys Cider","Chick-fil-A,Mcdonald's,Popeyes,Panera Bread,Firehouse Subs,Waffle House","Burger King,Raising Cane's Chicken Fingers,Cracker Barrel,Jimmy John's,Sonic Drive-In,Domino's,Five Guys Burgers and Fries","Starbucks,CAVA,Chipotle,Denver Biscuit Co,Illegal Pete's,KFC,Music City Hot Chicken,Papa John's,Subway,Sweetgreen,Taco Bell","Nestle,Campbell,Hershey,Kellogg,Kraft,General Mills,Tyson,Pepsico","Ben & Jerry's,Larabar","Chocolove,Coca-Cola,Impossible Burger,Pueblo Chiles",1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,5,5,1,5,5,2,5,5,1,5,3,5,1,5,,3,5,4,1,4,1,5,,4,1,5,3,4,2,2,1,1,4,6,6,5,2,6,No,White or Caucasian,"Some college, but no degree","Less than $25,000",80907,45-54 years old,Female,,Independent,,4,2,2,1,1,1,3,1,3,1187,W
502,R_5Ic6yWUTTp8G4iw,"Truly,White Claw,Topo Chico Seltzer,Scrumpys Cider,Angry Orchard","Titos,Smirnoff,Crown Royal,Bacardi","Odells,New Belgium,High Noon,Corona,Coors Light,Budweiser","Mcdonald's,Starbucks,Taco Bell,Subway,Sonic Drive-In,Raising Cane's Chicken Fingers,KFC,Popeyes,Jimmy John's,Five Guys Burgers and Fries,Firehouse Subs,Domino's,Illegal Pete's,Chick-fil-A,Burger King","Chipotle,Cracker Barrel","Denver Biscuit Co,CAVA","Pepsico,Nestle,Kraft,Kellogg,Hershey,General Mills,Tyson,Campbell,Coca-Cola","Larabar,Chocolove,Ben & Jerry's","Impossible Burger,Pueblo Chiles",3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,No,White or Caucasian,Associates or technical degree,"$50,000-$74,999",80751,35-44 years old,Female,,Republican,,5,4,3,3,2,1,1,2,4,502,W
824,R_3lgkxX3qVG2YD6W,"Budweiser,Coors Light","Angry Orchard,White Claw","Titos,Bacardi","Five Guys Burgers and Fries,Burger King","Jimmy John's,Firehouse Subs","Popeyes,KFC","Ben & Jerry's,Impossible Burger","Campbell,Tyson","Nestle,Kellogg",1,2,5,1,2,3,1,1,1,3,1,4,1,1,4,5,5,5,3,4,5,2,5,5,1,5,4,1,5,5,3,4,5,1,3,4,5,1,5,5,5,1,4,5,5,5,3,1,5,1,3,4,5,4,4,4,4,No,Black or African American,High school diploma or GED,"$25,000-$49,999",80239,45-54 years old,Female,,Democrat,,4,3,2,1,1,3,2,2,2,824,B
1031,R_3EWf32Gv0kelRw0,"Coors Light,Corona,Budweiser","Bacardi,High Noon","Truly,Smirnoff,White Claw","Five Guys Burgers and Fries,Burger King,Mcdonald's","Music City Hot Chicken,Popeyes,Chick-fil-A,Raising Cane's Chicken Fingers","Jimmy John's,Firehouse Subs,Subway","Pepsico,Coca-Cola","Hershey,Nestle","Chocolove,Larabar",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,2,1,1,1,3,6,4,3,3,2,No,White or Caucasian,High school diploma or GED,"$100,000-$149,999",80112,55-64 years old,Male,,Republican,,5,3,4,3,1,3,2,2,1,1031,W
853,R_1YcNHcmP4TJX3wt,"Angry Orchard,Scrumpys Cider,Bacardi,Crown Royal,Titos,Smirnoff","Coors Light,New Belgium,Corona,Budweiser,Odells","Truly,White Claw,Topo Chico Seltzer,High Noon","Burger King,Five Guys Burgers and Fries,Raising Cane's Chicken Fingers,Sonic Drive-In,Taco Bell,Mcdonald's,Sweetgreen,Chick-fil-A,Popeyes,Music City Hot Chicken,Domino's,Papa John's,Starbucks,KFC","Firehouse Subs,Panera Bread,Subway,Jimmy John's","Illegal Pete's,Cracker Barrel,CAVA,Waffle House,Denver Biscuit Co,Chipotle","Ben & Jerry's,Pueblo Chiles,Impossible Burger,Larabar","Kellogg,Kraft,Nestle,Chocolove,Campbell,Tyson","Pepsico,General Mills,Hershey,Coca-Cola",4,5,1,4,3,4,3,5,4,4,3,4,4,4,3,2,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,3,,4,4,3,4,4,4,4,5,2,4,3,4,4,6,7,4,5,6,No,White or Caucasian,"Some college, but no degree","$100,000-$149,999",80241,55-64 years old,Female,,Republican,,6,4,2,1,1,4,5,1,1,853,W
956,R_6jrH46vCGUmStt9,"Crown Royal,Bacardi","Budweiser,Coors Light","Smirnoff,Angry Orchard","Firehouse Subs,Jimmy John's","Mcdonald's,Burger King","Raising Cane's Chicken Fingers,KFC","Coca-Cola,Pepsico","Kellogg,General Mills","Hershey,Chocolove",2,,2,2,2,,2,2,2,,2,2,2,2,2,4,,,,,4,,,,,,4,4,4,,4,4,,2,,4,,,,,,2,,,,,,,,,,,5,5,5,4,4,No,White or Caucasian,High school diploma or GED,"$25,000-$49,999",80004,55-64 years old,Female,,Independent,,5,3,2,1,2,4,5,1,1,956,W
275,R_69TTkLqpSpz10Hf,"Budweiser,Corona,Coors Light","White Claw,High Noon,Topo Chico Seltzer,Truly","Titos,Bacardi","Burger King,Mcdonald's,Five Guys Burgers and Fries","Music City Hot Chicken,KFC,Chick-fil-A,Popeyes,Raising Cane's Chicken Fingers","Papa John's,Domino's","Ben & Jerry's,Nestle","Kellogg,General Mills","Chocolove,Hershey",4,4,1,1,1,4,4,,3,3,3,3,3,2,2,4,4,2,1,,1,,4,4,,1,4,,4,2,5,4,4,3,4,2,3,1,,2,2,2,4,,3,4,5,3,4,,3,2,6,6,6,6,7,No,White or Caucasian,Bachelor’s degree,"$25,000-$49,999",80919,18-24 years old,Female,,Republican,,5,1,1,1,2,2,1,2,3,275,W
733,R_7P25yznZA7pDsK6,"Scrumpys Cider,White Claw,Odells,Truly,Topo Chico Seltzer,High Noon,Angry Orchard","Corona,Coors Light,New Belgium,Budweiser","Crown Royal,Titos,Smirnoff,Bacardi","Burger King,Firehouse Subs,Chipotle,Mcdonald's,Five Guys Burgers and Fries,KFC,Popeyes,Subway,Taco Bell,Sonic Drive-In,Jimmy John's,Chick-fil-A,Papa John's","Music City Hot Chicken,Illegal Pete's,Cracker Barrel,Denver Biscuit Co,Sweetgreen,Panera Bread,Waffle House,Raising Cane's Chicken Fingers,Domino's","Starbucks,CAVA","Chocolove,Ben & Jerry's","Pueblo Chiles,Larabar","Pepsico,Campbell,Hershey,Tyson,Coca-Cola,Impossible Burger,Kraft,Kellogg,Nestle,General Mills",2,4,4,4,5,2,2,3,2,3,1,2,2,2,2,5,5,5,2,4,5,2,4,4,2,5,5,5,5,5,5,5,5,3,4,5,5,3,4,4,4,3,3,4,5,5,5,4,4,2,5,5,6,6,6,5,6,No,Black or African American,"Some college, but no degree","$25,000-$49,999",80911,55-64 years old,Male,,Democrat,,1,1,1,1,1,4,4,1,1,733,B
732,R_1VbXVAj04XjNnR7,"White Claw,Budweiser,Corona","Coors Light,Smirnoff","Titos,Crown Royal","Taco Bell,Subway,Sonic Drive-In,Chipotle,Burger King","Popeyes,Mcdonald's,Papa John's,Chick-fil-A,Waffle House","Firehouse Subs,Domino's,Starbucks,KFC","Ben & Jerry's,Kraft,Coca-Cola,Kellogg,Hershey","Nestle,Tyson","Pepsico,General Mills",5,5,1,3,2,4,5,5,5,3,5,5,5,5,5,1,2,2,5,5,3,5,3,1,5,5,5,5,5,1,5,2,5,5,3,4,4,5,5,5,5,5,3,5,5,5,1,5,1,5,1,2,5,5,5,5,5,No,"White or Caucasian,Black or African American","Some college, but no degree","Less than $25,000",80013,18-24 years old,Non-binary / third gender,,Independent,,1,1,1,1,5,5,5,1,1,732,W
256,R_7HD3WZuwIgHc093,"Bacardi,Crown Royal,Odells,Corona,Budweiser","New Belgium,Angry Orchard,High Noon,Smirnoff,White Claw,Coors Light,Scrumpys Cider,Titos","Truly,Topo Chico Seltzer","Chipotle,Chick-fil-A,Firehouse Subs,Illegal Pete's,Denver Biscuit Co,Domino's","Five Guys Burgers and Fries,Mcdonald's,Music City Hot Chicken,Panera Bread,Popeyes,Jimmy John's","Sweetgreen,Papa John's,Taco Bell,Sonic Drive-In,Starbucks","Chocolove,Impossible Burger","Larabar,Nestle","Pueblo Chiles,Campbell",,4,4,,4,3,3,3,,,,,,,,,2,,4,3,4,4,4,4,5,4,4,,4,4,4,4,,2,,4,4,4,4,4,,,,,,,4,4,4,,,,5,5,5,4,7,No,Other,Associates or technical degree,"$25,000-$49,999",81020,45-54 years old,Female,,No preference,,5,2,2,3,3,2,2,2,2,256,NativeorOther
555,R_1hrNDBK44yr6lst,"Budweiser,Coors Light","Corona,High Noon","White Claw,Titos","KFC,Domino's,Waffle House","Popeyes,Papa John's,Chick-fil-A","Taco Bell,Sonic Drive-In,Mcdonald's","Ben & Jerry's,Nestle","Pueblo Chiles,Coca-Cola","Tyson,Kellogg",1,1,5,5,4,4,2,2,2,3,2,1,1,1,5,5,5,1,1,5,5,5,4,5,1,5,1,2,1,1,5,1,5,5,5,1,1,1,1,4,5,2,1,5,5,1,1,5,5,1,4,5,7,7,7,7,2,Yes,White or Caucasian,High school diploma or GED,"$25,000-$49,999",81155,25-34 years old,Male,,Republican,,7,5,5,5,2,5,5,1,1,555,H
649,R_3kjsZFTjcJZ2KGL,"Bacardi,Budweiser,Coors Light","High Noon,Titos,Topo Chico Seltzer","White Claw,Scrumpys Cider,Truly","Mcdonald's,Starbucks,Domino's,Burger King,KFC,Cracker Barrel,Chick-fil-A,Subway","Sonic Drive-In,Jimmy John's,Music City Hot Chicken","Waffle House,Popeyes,Panera Bread,Papa John's","Larabar,Coca-Cola,Ben & Jerry's","Hershey,Nestle","Tyson,Pueblo Chiles",4,2,4,3,4,4,4,4,4,3,4,4,4,4,,,5,4,5,,,,,,,4,,,,4,4,,3,3,3,,,,,4,,,,,,,,4,,4,4,,5,5,5,5,5,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",80204,25-34 years old,Male,,Republican,,5,2,4,4,2,3,3,1,1,649,W
572,R_1Y4jEk3O5NRuS0x,"Scrumpys Cider,Angry Orchard,Truly,High Noon,Topo Chico Seltzer,White Claw","Bacardi,Crown Royal,Smirnoff,Titos","Budweiser,Odells,New Belgium,Coors Light,Corona","Burger King,Chick-fil-A,KFC,Sonic Drive-In,Taco Bell,Music City Hot Chicken,Raising Cane's Chicken Fingers,Popeyes,Domino's,Mcdonald's,Five Guys Burgers and Fries,Papa John's,Starbucks","Chipotle,Cracker Barrel,CAVA,Denver Biscuit Co,Panera Bread,Illegal Pete's,Waffle House,Sweetgreen","Firehouse Subs,Jimmy John's,Subway","Impossible Burger,Chocolove,Larabar,Ben & Jerry's,Pueblo Chiles","Kraft,General Mills,Nestle,Tyson,Campbell,Hershey,Kellogg","Pepsico,Coca-Cola",1,5,1,1,5,1,3,5,3,3,1,5,3,3,3,1,5,5,1,3,3,1,3,5,1,3,1,3,3,4,1,3,3,3,5,3,4,3,2,4,5,1,1,4,4,3,3,1,3,3,3,3,4,3,5,5,5,No,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",81301,65+ years old,Male,,Independent,,3,2,2,3,3,4,5,1,1,572,W
831,R_3IQzslwzkJ0ZKo1,"Budweiser,New Belgium,Coors Light,Corona,Odells","Scrumpys Cider,High Noon,Truly,Topo Chico Seltzer,Angry Orchard,White Claw","Bacardi,Crown Royal,Titos,Smirnoff","Domino's,Five Guys Burgers and Fries,Burger King,Taco Bell,Mcdonald's,KFC","Papa John's,CAVA,Music City Hot Chicken,Denver Biscuit Co,Raising Cane's Chicken Fingers,Cracker Barrel,Panera Bread,Jimmy John's","Waffle House,Chipotle,Starbucks,Sonic Drive-In,Firehouse Subs,Subway,Sweetgreen,Illegal Pete's,Popeyes,Chick-fil-A","Ben & Jerry's,Impossible Burger","Hershey,Kellogg,Coca-Cola,Pepsico,Kraft,Chocolove,Nestle,Larabar,General Mills,Campbell","Tyson,Pueblo Chiles",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,1,3,No,White or Caucasian,"Some college, but no degree","$100,000-$149,999",80127,55-64 years old,Female,,Democrat,,2,1,1,1,5,5,5,1,1,831,W
1513,R_3jkpYy7GGRxU0Dh,"Topo Chico Seltzer,Truly,White Claw,Scrumpys Cider,New Belgium,Angry Orchard","Bacardi,Crown Royal,Smirnoff","Budweiser,Coors Light,Corona,High Noon,Titos,Odells","Taco Bell,Burger King,Mcdonald's,Chick-fil-A,Papa John's,Popeyes,Raising Cane's Chicken Fingers,Domino's,Five Guys Burgers and Fries,Sonic Drive-In,Starbucks,Subway,Jimmy John's,Firehouse Subs","Chipotle,Panera Bread,Waffle House,KFC,Cracker Barrel","Sweetgreen,CAVA,Denver Biscuit Co,Illegal Pete's,Music City Hot Chicken","Pueblo Chiles,General Mills,Campbell,Kellogg,Tyson,Larabar,Kraft","Ben & Jerry's,Coca-Cola,Hershey,Nestle","Pepsico,Chocolove,Impossible Burger",3,4,2,4,2,5,2,2,2,4,2,2,2,4,4,3,4,4,2,4,4,2,4,4,2,4,2,2,4,4,4,2,5,2,2,4,5,2,4,5,4,2,2,2,4,4,4,2,,2,4,4,5,5,5,5,5,No,White or Caucasian,Associates or technical degree,"$25,000-$49,999",81050,65+ years old,Female,,Republican,,5,3,2,2,3,5,4,2,2,1513,W
488,R_3PiFUwLsjQAMtcd,"Bacardi,Smirnoff","Coors Light,Budweiser","New Belgium,Corona,White Claw","Popeyes,Chick-fil-A","Papa John's,Domino's","Mcdonald's,Burger King","Coca-Cola,Pepsico","Chocolove,Hershey","Kellogg,General Mills",4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,3,4,2,4,4,4,4,4,3,1,4,5,4,4,4,4,4,4,4,4,5,4,4,2,3,3,3,4,1,4,4,4,4,5,5,5,5,5,No,White or Caucasian,Associates or technical degree,"$50,000-$74,999",80634,65+ years old,Female,,Independent,,6,1,1,2,1,1,1,1,1,488,W
2202,R_3srQ46phO5mZzl7,"Angry Orchard,High Noon,Scrumpys Cider,Topo Chico Seltzer,Truly,White Claw","Bacardi,Crown Royal,Smirnoff,Titos","Budweiser,Coors Light,Corona,New Belgium,Odells","Burger King,Chick-fil-A,Chipotle,Firehouse Subs,Five Guys Burgers and Fries,KFC,Mcdonald's,Popeyes,Raising Cane's Chicken Fingers,Sonic Drive-In,Taco Bell","CAVA,Denver Biscuit Co,Domino's,Illegal Pete's,Jimmy John's,Music City Hot Chicken,Papa John's,Starbucks,Subway","Cracker Barrel,Panera Bread,Waffle House,Sweetgreen","Ben & Jerry's,Impossible Burger","Campbell,Coca-Cola,General Mills,Hershey,Kellogg,Kraft,Larabar,Nestle,Pepsico,Tyson","Chocolove,Pueblo Chiles",3,5,4,5,4,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,5,1,5,5,3,5,5,3,5,5,5,4,5,3,5,5,5,3,3,5,5,3,2,5,5,5,5,1,5,3,5,5,7,6,6,6,6,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",80909,65+ years old,Female,,Republican,,6,2,2,2,2,1,1,1,5,2202,W
1776,R_3K1nriFIF0tBeAt,"Corona,Budweiser","Smirnoff,Coors Light","Bacardi,High Noon","Mcdonald's,Burger King","KFC,Chick-fil-A","Popeyes,Five Guys Burgers and Fries","General Mills,Nestle","Kellogg,Campbell","Tyson,Kraft",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,5,5,3,4,5,2,5,1,2,4,4,,,,3,,,,,,,4,3,,,4,,,,4,,4,,5,5,5,5,5,No,White or Caucasian,High school diploma or GED,"Less than $25,000",80634,65+ years old,Female,,Democrat,,1,2,2,2,3,5,5,1,1,1776,W
1005,R_7sYhK5d5sOEjQ05,"Budweiser,Coors Light,Corona,Odells,New Belgium","White Claw,Angry Orchard,Scrumpys Cider","Smirnoff,Crown Royal,Bacardi,Titos","Burger King,Firehouse Subs,Mcdonald's,Five Guys Burgers and Fries,Jimmy John's,Subway,Sonic Drive-In,Chick-fil-A,Chipotle","Panera Bread,Waffle House,Cracker Barrel","KFC,Domino's,Papa John's","Kellogg,General Mills","Coca-Cola,Pepsico","Nestle,Hershey",3,3,3,2,4,4,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,4,3,3,3,3,2,3,3,3,2,2,4,2,3,3,2,3,6,6,4,4,4,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",81240,65+ years old,Male,,Republican,,7,2,2,2,3,1,1,1,1,1005,W
889,R_7uExhntNyvQG75v,"New Belgium,Budweiser,Coors Light,Odells,Corona,High Noon,Angry Orchard,Scrumpys Cider","Bacardi,Crown Royal,Titos","Truly,Smirnoff,White Claw,Topo Chico Seltzer","Burger King,Mcdonald's,Sonic Drive-In,Popeyes,Raising Cane's Chicken Fingers,KFC,Taco Bell,Chick-fil-A","Subway,Firehouse Subs,Jimmy John's","Chipotle,Panera Bread,Five Guys Burgers and Fries","General Mills,Kellogg","Pepsico,Coca-Cola","Kraft,Tyson,Campbell",2,3,4,4,,,,,,4,,,,4,,,4,5,,4,4,1,4,5,,4,,4,4,,5,5,2,,4,4,5,2,5,2,2,,4,4,2,2,2,2,2,,2,2,5,5,1,2,5,No,White or Caucasian,Associates or technical degree,"$100,000-$149,999",80922,55-64 years old,Female,,Republican,,6,3,2,3,3,2,2,5,3,889,W
2243,R_5gO8o3u9QVEgnKS,"Bacardi,Smirnoff,Crown Royal","New Belgium,Odells,Coors Light,High Noon,Budweiser,Corona","White Claw,Scrumpys Cider,Angry Orchard,Truly,Titos,Topo Chico Seltzer","KFC,Music City Hot Chicken,Popeyes,Raising Cane's Chicken Fingers,Chick-fil-A","Sonic Drive-In,Chipotle,Subway","Waffle House,Taco Bell,Domino's","Tyson,Impossible Burger","Coca-Cola,Pepsico","Hershey,Nestle",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,4,4,5,5,5,5,4,4,4,4,4,5,1,1,5,5,3,2,5,3,3,3,3,3,1,,4,4,1,1,3,3,4,4,4,4,7,7,5,5,6,No,White or Caucasian,"Some college, but no degree","$25,000-$49,999",81652,65+ years old,Female,,Republican,,7,3,2,2,5,1,1,5,5,2243,W
411,R_65uS6tmCknHbwoR,"Truly,White Claw,Topo Chico Seltzer,Scrumpys Cider,High Noon,Angry Orchard","Bacardi,Smirnoff,Crown Royal,Odells,Titos","Budweiser,Corona,New Belgium,Coors Light","Burger King,Mcdonald's,Firehouse Subs,Chipotle,Taco Bell,Five Guys Burgers and Fries","Denver Biscuit Co,Raising Cane's Chicken Fingers,KFC,Popeyes,Chick-fil-A,Sonic Drive-In,Music City Hot Chicken","Cracker Barrel,Subway,Waffle House","Hershey,Kellogg,Ben & Jerry's","Coca-Cola,Campbell","Tyson,Kraft",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1,3,3,1,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,1,5,1,4,4,4,4,4,No,White or Caucasian,Some high school or less,"$25,000-$49,999",80138,25-34 years old,Female,,Independent,,4,3,3,3,3,3,3,3,3,411,W
593,R_6EKeNAxAox4NtY6,"Budweiser,Coors Light","Angry Orchard,Corona,New Belgium,Scrumpys Cider,Topo Chico Seltzer","Crown Royal,Bacardi,Smirnoff","Burger King,Mcdonald's,Taco Bell,Starbucks,KFC,Popeyes,Five Guys Burgers and Fries,Chick-fil-A,Panera Bread","Sonic Drive-In,Jimmy John's,Subway,Firehouse Subs,Cracker Barrel","Papa John's,Domino's","Coca-Cola,Pepsico","General Mills,Kellogg,Campbell,Kraft,Tyson","Ben & Jerry's,Nestle,Hershey,Chocolove",2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,3,2,4,3,2,3,4,2,3,4,3,2,3,1,4,2,3,2,3,3,4,,2,2,3,2,3,2,3,2,1,2,6,4,3,3,3,No,White or Caucasian,High school diploma or GED,"$50,000-$74,999",81005,35-44 years old,Male,,Democrat,,4,2,2,2,2,4,4,1,1,593,W
536,R_6jxqdiXxY6kmF5K,"Bacardi,Crown Royal","Corona,Budweiser","Topo Chico Seltzer,White Claw","Mcdonald's,Burger King,Sonic Drive-In","KFC,Popeyes,Raising Cane's Chicken Fingers,Taco Bell","Chipotle,Subway","Ben & Jerry's,Hershey,Nestle,Chocolove","Pepsico,Coca-Cola","Tyson,Kraft",2,3,3,1,3,3,1,1,1,3,1,1,1,1,3,5,3,4,3,5,3,1,5,5,1,5,5,1,5,4,5,4,1,1,4,1,1,1,4,2,2,1,2,4,2,1,4,3,4,1,4,1,7,5,6,2,4,No,White or Caucasian,"Some college, but no degree","Less than $25,000",81503,55-64 years old,Female,,Republican,,6,3,1,3,1,5,5,1,1,536,W
487,R_5gA5cbOe2g6xBKa,"Angry Orchard,Budweiser,Odells,Coors Light,Corona,New Belgium","Bacardi,Crown Royal,Smirnoff,Titos","High Noon,Scrumpys Cider,Topo Chico Seltzer,Truly,White Claw","Firehouse Subs,Jimmy John's,Five Guys Burgers and Fries,Mcdonald's,Chipotle,KFC,Cracker Barrel,Sonic Drive-In,Popeyes,Chick-fil-A,Raising Cane's Chicken Fingers,Subway,Taco Bell,Burger King","Music City Hot Chicken,Domino's,Starbucks,Papa John's","Sweetgreen,Illegal Pete's,Panera Bread,CAVA,Denver Biscuit Co,Waffle House","Pepsico,Coca-Cola","Hershey,Ben & Jerry's,Chocolove","Kellogg,Campbell,General Mills,Impossible Burger,Larabar,Kraft,Tyson,Nestle,Pueblo Chiles",4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3,4,3,4,,4,4,4,4,4,4,4,2,4,5,,4,5,5,4,4,4,2,3,,3,,4,4,4,4,4,4,5,7,5,6,6,No,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",80214,55-64 years old,Female,,Independent,,4,1,1,2,1,3,4,2,2,487,W
353,R_32Y2If5YiFWdnpB,"Odells,Angry Orchard,Corona,Scrumpys Cider,Coors Light,Budweiser","Titos,New Belgium,Crown Royal,High Noon,Bacardi","White Claw,Topo Chico Seltzer,Truly,Smirnoff","Illegal Pete's,Waffle House,Denver Biscuit Co,Firehouse Subs,Chipotle,Sweetgreen,Music City Hot Chicken,CAVA","Starbucks,Domino's,Cracker Barrel,Subway,Panera Bread,Sonic Drive-In,Five Guys Burgers and Fries,Jimmy John's","Taco Bell,Popeyes,Burger King,Raising Cane's Chicken Fingers,Mcdonald's,Chick-fil-A,Papa John's,KFC","Kellogg,Hershey,Nestle,Coca-Cola,Kraft","Chocolove,Larabar,Pepsico","Ben & Jerry's,Campbell,Impossible Burger,Tyson,Pueblo Chiles,General Mills",4,5,4,4,2,4,2,4,4,2,2,4,4,2,4,5,4,2,4,4,2,4,4,2,4,2,4,4,2,4,2,4,3,2,4,2,4,2,4,2,4,2,4,2,4,4,2,2,4,2,4,4,5,6,5,6,5,No,White or Caucasian,High school diploma or GED,"$25,000-$49,999",80241,18-24 years old,Male,,Independent,,4,1,1,1,5,5,5,1,1,353,W
501,R_1ilpvjE464jwZSN,"Titos,Truly,Topo Chico Seltzer,Scrumpys Cider,New Belgium,High Noon,Angry Orchard","Bacardi,Smirnoff,Odells,Crown Royal","White Claw,Corona,Budweiser,Coors Light","Burger King,Mcdonald's,Subway,Taco Bell,Domino's,Jimmy John's,Papa John's,Five Guys Burgers and Fries,Chick-fil-A,Waffle House","KFC,Popeyes,Raising Cane's Chicken Fingers,Denver Biscuit Co,Sonic Drive-In,Chipotle,Starbucks,Sweetgreen,Firehouse Subs,Music City Hot Chicken,Cracker Barrel","Panera Bread,Illegal Pete's,CAVA","Chocolove,Ben & Jerry's,Hershey","Coca-Cola,Pepsico,Tyson,Kraft,Campbell","Pueblo Chiles,General Mills,Larabar,Nestle,Impossible Burger,Kellogg",1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,4,2,4,2,4,4,2,3,4,2,3,3,2,4,2,3,3,3,4,4,2,2,4,3,3,2,1,4,2,4,3,4,3,3,4,2,3,4,4,4,4,4,No,White or Caucasian,Bachelor’s degree,"$25,000-$49,999",80224,55-64 years old,Female,,Democrat,,3,3,2,3,3,3,3,3,1,501,W
